ISIN,Name,URL,Cur,AvgDPS,AvgEPSdil,lastEQR,oldestDivDate,GrahamVal,Price,Price/Graham
NL0000400653,"Gemalto Aktie
WKN: A0CA8L / ISIN: NL0000400653",https://www.finanzen.at/bilanz_guv/gemalto,EUR,0.3457142857142857,1.2085714285714286,70.79,2012,24.17142857142857,50.58,2.092553191489362
NL0000009165,"Heineken Aktie
WKN: A0CA0G / ISIN: NL0000009165",https://www.finanzen.at/bilanz_guv/heineken,EUR,1.117142857142857,3.1357142857142857,32.49,2009,62.714285714285715,79.68,1.2705239179954442
ES0144580Y14,"Iberdrola SA Aktie
WKN DE: A0M46B / ISIN: ES0144580Y14",https://www.finanzen.at/bilanz_guv/iberdrola,EUR,0.23857142857142857,0.42142857142857143,34.87,2005,8.428571428571429,6.56,0.7783050847457627
FR0004035913,"ILIAD SA Aktie
WKN: A0BLZB / ISIN: FR0004035913",https://www.finanzen.at/bilanz_guv/iliad_1,EUR,0.4328571428571429,5.111428571428571,36.16,2011,102.22857142857143,121.55,1.1890022358859698
FR0000077919,"JCDecaux Aktie
WKN: 578972 / ISIN: FR0000077919",https://www.finanzen.at/bilanz_guv/jcdecaux,EUR,0.5057142857142857,0.8585714285714285,59.07,2012,17.17142857142857,27.68,1.6119800332778702
DE000KSAG888,"K+S Aktie
WKN DE: KSAG88 / ISIN: DE000KSAG888",https://www.finanzen.at/bilanz_guv/k+s,EUR,0.8071428571428572,2.1757142857142857,52.32,2003,43.51428571428571,15.84,0.36401838476690745
FR0000121485,"Kering Aktie
WKN: 851223 / ISIN: FR0000121485",https://www.finanzen.at/bilanz_guv/kering,EUR,4.228571428571429,6.6657142857142855,45.19,2003,133.31428571428572,393.6,2.95242177453922
IE0004906560,"Kerry Group Aktie
WKN: 886291 / ISIN: IE0004906560",https://www.finanzen.at/bilanz_guv/kerry_group,EUR,0.45999999999999996,2.301428571428571,37.71,2011,46.028571428571425,88.1,1.9140285536933581
FI0009013403,"Kone Oy b Aktie
WKN: A0ET4X / ISIN: FI0009013403",https://www.finanzen.at/bilanz_guv/kone_oy,EUR,1.1971428571428573,1.5899999999999999,36.87,2011,31.799999999999997,42.03,1.3216981132075474
CH0012214059,"LafargeHolcim Aktie
WKN: 869898 / ISIN: CH0012214059",https://www.finanzen.at/bilanz_guv/lafargeholcim,EUR,1.4328571428571428,1.0285714285714287,40.91,2003,20.571428571428573,37.39,1.8175694444444443
FR0000130213,"Lagardere SCA Aktie
WKN: 866786 / ISIN: FR0000130213",https://www.finanzen.at/bilanz_guv/lagardere_sca,EUR,1.3,1.2585714285714287,31.08,2009,25.171428571428574,23.27,0.9244608399545969
DE000A1DAHH0,"Brenntag Aktie
WKN DE: A1DAHH / ISIN: DE000A1DAHH0",https://www.finanzen.at/bilanz_guv/brenntag,EUR,0.9128571428571428,2.2014285714285715,34.36,2011,44.02857142857143,39.24,0.8912394548994159
FR0000125338,"Cap Gemini Aktie
WKN: 869858 / ISIN: FR0000125338",https://www.finanzen.at/bilanz_guv/cap_gemini,EUR,1.2714285714285716,3.8742857142857146,42.19,2009,77.4857142857143,102.8,1.3266961651917402
FR0000120644,"Danone Aktie
WKN: 851194 / ISIN: FR0000120644",https://www.finanzen.at/bilanz_guv/danone,EUR,1.5699999999999998,2.662857142857143,41.27,2003,53.25714285714285,64.68,1.2144849785407728
FR0000130650,"Dassault Systèmes Aktie
WKN: 901295 / ISIN: FR0000130650",https://www.finanzen.at/bilanz_guv/dassault_systemes,EUR,0.45428571428571424,1.477142857142857,65.62,2012,29.54285714285714,103.8,3.513539651837524
DE0005552004,"Deutsche Post Aktie
WKN: 555200 / ISIN: DE0005552004",https://www.finanzen.at/bilanz_guv/deutsche_post,EUR,0.8714285714285713,1.5785714285714287,35.03,2003,31.571428571428577,26.83,0.8498190045248867
NL0000009827,"DSM NV Aktie
WKN DE: A0JLZ7 / ISIN: NL0000009827",https://www.finanzen.at/bilanz_guv/dsm,EUR,1.6428571428571428,3.182857142857143,48.54,2009,63.65714285714286,74.6,1.1719030520646319
FI0009007884,"Elisa Aktie
WKN: 615402 / ISIN: FI0009007884",https://www.finanzen.at/bilanz_guv/elisa,EUR,1.3957142857142857,1.502857142857143,42.22,2011,30.057142857142857,36.61,1.2180133079847908
IT0003132476,"Eni Aktie
WKN: 897791 / ISIN: IT0003132476",https://www.finanzen.at/bilanz_guv/eni,EUR,0.9628571428571429,0.5585714285714285,42.39,2003,11.17142857142857,14.11,1.2630434782608695
FR0000121667,"Essilor Aktie
WKN: 863195 / ISIN: FR0000121667",https://www.finanzen.at/bilanz_guv/essilor,EUR,1.1185714285714285,3.2942857142857145,53.05,2009,65.88571428571429,110.95,1.6839765828274067
JP3665200006,"NICHIREI Aktie
WKN: 856386 / ISIN: JP3665200006",https://www.finanzen.at/bilanz_guv/nichirei,EUR,21.666666666666668,79.78500000000001,39.87,2009,1595.7000000000003,25.14,0.015754841135551794
JP3729400006,"Nippon Express Aktie
WKN: 857297 / ISIN: JP3729400006",https://www.finanzen.at/bilanz_guv/nippon_express,EUR,103.33333333333333,288.2666666666667,39.1,2011,5765.333333333334,51.31,0.008899745605920443
JP3676800000,"Nisshin Seifun Group Aktie
WKN: 859590 / ISIN: JP3676800000",https://www.finanzen.at/bilanz_guv/nisshin_seifun_group,",",20.25166666666667,52.63833333333333,67.5,2011,1052.7666666666667,2368.0,2.2493113383782415
JP3165650007,"NTT DOCOMO Aktie
WKN: 916541 / ISIN: JP3165650007",https://www.finanzen.at/bilanz_guv/ntt_docomo,EUR,65.16666666666667,126.90499999999999,72.86,2012,2538.1,19.92,0.007848390528347978
AT0000818802,"Do & Aktie
WKN: 81880 / ISIN: AT0000818802",https://www.finanzen.at/bilanz_guv/doco,EUR,0.7833333333333333,2.6100000000000003,50.55,2003,52.2,85.9,1.6455938697318009
AT0000644505,"Lenzing Aktie
WKN: 64450 / ISIN: AT0000644505",https://www.finanzen.at/bilanz_guv/lenzing,EUR,2.1785714285714284,5.921428571428572,41.9,2003,118.42857142857143,82.0,0.6924004825090471
AT0000APOST4,"Österreichische Post Aktie
WKN DE: A0JML5 / ISIN: AT0000APOST4",https://www.finanzen.at/bilanz_guv/oesterreichische_post,EUR,1.907142857142857,1.9142857142857144,41.66,2007,38.285714285714285,31.3,0.8175373134328359
AT0000746409,"Verbund Aktie
WKN: 74640 / ISIN: AT0000746409",https://www.finanzen.at/bilanz_guv/verbund,EUR,0.4357142857142858,0.9785714285714285,35.99,2003,19.57142857142857,36.64,1.872116788321168
FR0000120404,"Accor Aktie
WKN: 860206 / ISIN: FR0000120404",https://www.finanzen.at/bilanz_guv/accor,EUR,0.8942857142857142,0.45142857142857135,36.49,2009,9.028571428571427,38.26,4.237658227848102
DE000A1EWWW0,"adidas Aktie
WKN DE: A1EWWW / ISIN: DE000A1EWWW0",https://www.finanzen.at/bilanz_guv/adidas,EUR,1.65,3.8200000000000003,45.52,2003,76.4,193.7,2.5353403141361253
FR0000120073,"Air Liquide Aktie
WKN: 850133 / ISIN: FR0000120073",https://www.finanzen.at/bilanz_guv/air_liquide,EUR,2.2085714285714286,4.427142857142857,40.84,2003,88.54285714285714,105.4,1.1903839948370443
NL0000009132,"Akzo Nobel Aktie
WKN: 914188 / ISIN: NL0000009132",https://www.finanzen.at/bilanz_guv/akzo_nobel,EUR,1.6428571428571426,1.221428571428571,38.37,2009,24.428571428571423,72.5,2.967836257309942
FI0009000285,"Amer-yhtymä Aktie
WKN: 870547 / ISIN: FI0009000285",https://www.finanzen.at/bilanz_guv/amer-yhtymae,EUR,0.4857142857142857,0.76,40.75,2012,15.2,34.92,2.297368421052632
FR0010313833,"ArkemaAct Aktie
WKN DE: A0JLZ0 / ISIN: FR0010313833",https://www.finanzen.at/bilanz_guv/arkemaact,EUR,1.84,3.542857142857143,41.18,2009,70.85714285714286,81.78,1.1541532258064515
NL0010273215,"ASML NV Aktie
WKN DE: A1J4U4 / ISIN: NL0010273215",https://www.finanzen.at/bilanz_guv/asml,EUR,0.87,3.662857142857143,54.88,2010,73.25714285714285,148.2,2.0230109204368176
DE0005501357,"Axel Springer Aktie
WKN: 550135 / ISIN: DE0005501357",https://www.finanzen.at/bilanz_guv/axel_springer,EUR,1.8142857142857143,2.595714285714286,39.26,2003,51.914285714285725,51.55,0.9929829389102914
DE000BASF111,"BASF Aktie
WKN DE: BASF11 / ISIN: DE000BASF111",https://www.finanzen.at/bilanz_guv/basf,EUR,2.8000000000000003,5.465714285714286,38.21,2003,109.31428571428572,62.6,0.5726607422895975
DE000BAY0017,"Bayer Aktie
WKN DE: BAY001 / ISIN: DE000BAY0017",https://www.finanzen.at/bilanz_guv/bayer,EUR,2.235714285714286,4.630000000000001,33.21,2003,92.60000000000002,65.06,0.7025917926565873
DE0005200000,"Beiersdorf Aktie
WKN: 520000 / ISIN: DE0005200000",https://www.finanzen.at/bilanz_guv/beiersdorf,EUR,0.7000000000000001,2.3899999999999997,58.74,2003,47.8,93.6,1.9581589958158996
BE0003810273,"Belgacom Aktie
WKN: A0B9FU / ISIN: BE0003810273",https://www.finanzen.at/bilanz_guv/belgacom,EUR,1.3585714285714285,1.9071428571428573,36.73,2011,38.142857142857146,23.71,0.6216104868913858
FR0000120966,"BIC Aktie
WKN: 860804 / ISIN: FR0000120966",https://www.finanzen.at/bilanz_guv/bic,EUR,2.9299999999999997,5.621428571428572,68.3,2011,112.42857142857144,92.1,0.8191867852604827
JP3119600009,"Ajinomoto Aktie
WKN: 853681 / ISIN: JP3119600009",https://www.finanzen.at/bilanz_guv/ajinomoto,EUR,22.666666666666668,80.80166666666666,55.18,2009,1616.0333333333333,14.86,0.009195354881293702
JP3112000009,"Asahi Glass Aktie
WKN: 853783 / ISIN: JP3112000009",https://www.finanzen.at/bilanz_guv/asahi_glass,EUR,103.57142857142857,197.32857142857142,49.69,2011,3946.5714285714284,29.79,0.007548324042568595
JP3116000005,"Asahi Group Aktie
WKN: 853764 / ISIN: JP3116000005",https://www.finanzen.at/bilanz_guv/asahi_group,EUR,45.714285714285715,169.24285714285716,41.79,2009,3384.857142857143,35.41,0.010461298218958383
JP3242800005,"Canon Aktie
WKN: 853055 / ISIN: JP3242800005",https://www.finanzen.at/bilanz_guv/canon,EUR,141.42857142857142,198.30142857142854,65.68,2009,3966.028571428571,24.5,0.006177464321991773
NL0009432491,"Vopak Aktie
WKN DE: A1CYGK / ISIN: NL0009432491",https://www.finanzen.at/bilanz_guv/vopak,EUR,0.9400000000000001,2.6028571428571428,36.22,2011,52.05714285714286,38.38,0.7372667398463227
DE000WCH8881,"WACKER CHEMIE Aktie
WKN DE: WCH888 / ISIN: DE000WCH8881",https://www.finanzen.at/bilanz_guv/wacker_chemie,EUR,1.614285714285714,3.875714285714286,41.07,2007,77.51428571428572,77.1,0.9946553630667156
